MLSOACode;Area;Residents;Daytime;ElDom05;ElDom06;ElDom07;ElDom08;ElEc705;ElEc706;ElEc707;ElEc708;ElInd05;ElInd06;ElInd07;ElInd08;GasDom05;GasDom06;GasDom07;GasDom08;GasInd05;GasInd06;GasInd07;GasInd08;Other05;Other06;Other07;Other08;Motorcy05;Motorcy06;Motorcy07;Motorcy08;Taxi05;Taxi06;Taxi07;Taxi08;Cars05;Cars06;Cars07;Cars08;Bus05;Bus06;Bus07;Bus08;LGV05;LGV06;LGV07;LGV08;HGVRig05;HGVRig06;HGVRig07;HGVRig;HGVArt05;HGVArt06;HGVArt07;HGVArt08;dummy
E02000932; 1.56892100000000E+0006; 7.46303000000000E+0003; 1.08120200000000E+0004; 1.09009311314524E+0000; 1.17776992470400E+0000; 1.27570536443394E+0000; 1.23714041100620E+0000; 4.82838307229842E-0001; 4.55333946621646E-0001; 5.00154107890087E-0001; 4.64739459613897E-0001; 4.70129001114191E+0000; 4.79715221727625E+0000; 4.54350917826348E+0000; 3.49174331046158E+0000; 4.95304440958331E+0000; 4.81146505250668E+0000; 4.71128866655963E+0000; 4.56229335567647E+0000; 3.58845637620380E+0000; 2.56740913051493E+0000; 2.31199102984715E+0000; 2.24479713174251E+0000; 1.30411224450306E-0001; 1.24352978894412E-0001; 1.25603874941839E-0001; 1.25603874941839E-0001; 8.15384568504558E-0002; 7.88720080690420E-0002; 7.84176196432520E-0002; 7.23552995073987E-0002; 1.44419630349508E-0001; 1.37241020825589E-0001; 1.38014026852105E-0001; 1.34511488815166E-0001; 2.62352220842094E+0000; 2.53560834362099E+0000; 2.49153630433718E+0000; 2.43253689585268E+0000; 5.68819511442787E-0001; 5.61684048810220E-0001; 5.63004067196238E-0001; 5.66688142322424E-0001; 5.05490279668953E-0001; 5.07153290375095E-0001; 5.07894063563721E-0001; 5.25101887855051E-0001; 3.88092754285346E-0001; 3.82430106787261E-0001; 3.80911161586814E-0001; 3.89567679470164E-0001; 9.15706547924792E-0002; 9.10482354334443E-0002; 9.03993585749662E-0002; 8.80018320708495E-0002;0
E02000933; 1.07454700000000E+0006; 7.76195000000000E+0003; 4.74698000000000E+0003; 1.67884051282045E+0000; 1.65217482131251E+0000; 1.68149470551237E+0000; 1.67615221846931E+0000; 1.83681947690281E-0001; 1.71570228172991E-0001; 1.69870775703707E-0001; 1.64469115376571E-0001; 2.17528290662129E+0000; 2.21963546086935E+0000; 2.10227730965300E+0000; 1.61562134840017E+0000; 7.35841523330169E+0000; 7.19003111996312E+0000; 7.01549691580132E+0000; 6.91838686378080E+0000; 2.89122588869806E+0000; 2.67260333847042E+0000; 2.32821907456613E+0000; 2.01423989252211E+0000; 1.64869305252910E-0001; 1.57209817625049E-0001; 1.58791560940368E-0001; 1.58791560940368E-0001; 3.77172849896654E-0002; 3.75156496338674E-0002; 3.72982913946879E-0002; 3.67015654760802E-0002; 7.85951882461095E-0002; 7.46422641397409E-0002; 7.50764494396073E-0002; 7.51775858246019E-0002; 1.70461254963242E+0000; 1.63335463614054E+0000; 1.60532540944205E+0000; 1.59222197967904E+0000; 2.94870566950559E-0001; 2.97050735955663E-0001; 2.97753272630000E-0001; 3.02995260702255E-0001; 3.13090626661566E-0001; 3.22239645018428E-0001; 3.22602652400283E-0001; 3.21433953480824E-0001; 2.04478116854789E-0001; 1.88841071917688E-0001; 1.88022632096262E-0001; 1.90308080678602E-0001; 7.86297148481297E-0002; 8.02190008980444E-0002; 7.96564828743613E-0002; 7.97883213762293E-0002;0
E02000934; 7.85437000000000E+0005; 7.50495000000000E+0003; 6.32605000000000E+0003; 1.92619002318710E+0000; 1.92677080100068E+0000; 2.03897399337994E+0000; 2.06645803895122E+0000; 2.15392992144216E-0001; 2.76872596701148E-0001; 2.92278614778988E-0001; 2.96655231971234E-0001; 4.81984440817035E+0000; 4.91813814632221E+0000; 4.65809618835172E+0000; 3.57980601939636E+0000; 9.11512669069203E+0000; 8.76078725752316E+0000; 8.46094312514960E+0000; 8.25413680798688E+0000; 2.58896622264255E+0000; 2.52011818125062E+0000; 2.56143973785166E+0000; 2.40464644226237E+0000; 2.31066290101727E-0001; 2.20330766277957E-0001; 2.22547488803647E-0001; 2.22547488803647E-0001; 9.99237239324579E-0002; 9.80241328355015E-0002; 9.73648715336045E-0002; 9.48680792264421E-0002; 1.81529111011191E-0001; 1.75639651911660E-0001; 1.76651362212036E-0001; 1.69752518248821E-0001; 3.27432284838694E+0000; 3.22182131887456E+0000; 3.15841683409666E+0000; 3.03164216473204E+0000; 6.04659903052661E-0001; 6.16971346253960E-0001; 6.18352219629031E-0001; 6.42961008071690E-0001; 6.55632312600920E-0001; 6.90752801585841E-0001; 6.91589958794599E-0001; 7.00502776272009E-0001; 4.58991205913506E-0001; 4.62747658208222E-0001; 4.60892831767567E-0001; 4.69285623464954E-0001; 1.05223975510407E-0001; 1.08044584876791E-0001; 1.07260622032339E-0001; 1.15828257500930E-0001;0
E02000935; 1.42763100000000E+0006; 5.80203000000000E+0003; 4.07301000000000E+0003; 6.35292082641016E-0001; 6.38571615987042E-0001; 6.42089673933720E-0001; 6.21051132481060E-0001; 3.35042704731246E-0002; 3.22246495598646E-0002; 2.82264239206204E-0002; 2.76126408718055E-0002; 1.03734740634554E+0000; 1.05850517011787E+0000; 1.00253209016263E+0000; 7.70461007266472E-0001; 1.68985036228345E+0000; 1.86624190320927E+0000; 2.05322352060526E+0000; 2.16258724990808E+0000; 4.41989915157495E+0000; 4.42975014561675E+0000; 4.55065980894127E+0000; 2.80375912787589E+0000; 9.15116462262998E-0002; 8.72605829111368E-0002; 8.81386381038199E-0002; 8.81386381038199E-0002; 7.85467986817731E-0003; 7.43424327741802E-0003; 7.38738594721928E-0003; 6.57266011548736E-0003; 8.42408438753770E-0003; 7.73321863170653E-0003; 7.78527344733687E-0003; 7.26568482680550E-0003; 3.95126116088431E-0001; 3.72959800258428E-0001; 3.66316054534499E-0001; 3.48376173934845E-0001; 4.42361183536072E-0002; 4.48625352900865E-0002; 4.49202673590344E-0002; 4.64412115189493E-0002; 6.15289519976846E-0002; 6.02987471766819E-0002; 6.02517299238545E-0002; 5.52309589969287E-0002; 4.62695345770778E-0002; 4.10442226080899E-0002; 4.08352037324253E-0002; 3.71953647040184E-0002; 8.89049873403808E-0003; 8.55714001458667E-0003; 8.49516999597913E-0003; 5.76776952541831E-0003;0
E02000936; 9.01693000000000E+0005; 7.38402000000000E+0003; 4.16504000000000E+0003; 1.73557777795029E+0000; 1.70076515679913E+0000; 1.63632397295545E+0000; 1.60890117978830E+0000; 3.90437410920676E-0001; 3.96893936204745E-0001; 3.70307469358237E-0001; 3.92877645530186E-0001; 2.13461924721242E+0000; 2.17814530998403E+0000; 2.06297661769856E+0000; 1.58542416052904E+0000; 6.66794923625328E+0000; 6.35650959415173E+0000; 6.18521449303937E+0000; 5.92407723316333E+0000; 2.56891213675187E+0000; 2.45160363407106E+0000; 2.32636978110284E+0000; 2.09891851992452E+0000; 1.84691261162722E-0001; 1.76110370807442E-0001; 1.77883291454476E-0001; 1.77883291454476E-0001; 4.97750889882349E-0002; 4.51032582458142E-0002; 4.48398015286992E-0002; 4.26054201734072E-0002; 5.00633595047514E-0002; 4.54667297666393E-0002; 4.57389219539518E-0002; 4.45748255993759E-0002; 1.91136075852686E+0000; 1.77741156492292E+0000; 1.74620124911957E+0000; 1.71505929786559E+0000; 2.50649378396348E-0001; 2.33891961335219E-0001; 2.34422546198952E-0001; 2.36322574267410E-0001; 3.41451046270560E-0001; 3.36069743426884E-0001; 3.36317881420899E-0001; 3.35856673914676E-0001; 2.15826882365834E-0001; 2.09903600566863E-0001; 2.08956878159085E-0001; 2.05180749614448E-0001; 6.59915399022074E-0002; 6.24489902345900E-0002; 6.20024684463802E-0002; 6.15886097206479E-0002;0
E02000937; 1.23401300000000E+0006; 7.13206000000000E+0003; 3.04000000000000E+0003; 1.33913827576848E+0000; 1.31490126209493E+0000; 1.34681638438221E+0000; 1.32251461557577E+0000; 1.55411763884417E-0001; 1.43756209994117E-0001; 1.54856812395577E-0001; 1.51201940188111E-0001; 1.01902460660637E+0000; 1.03980175352978E+0000; 9.84824275679518E-0001; 7.56848187404108E-0001; 6.21459718938227E+0000; 5.95817602137633E+0000; 5.77792576114118E+0000; 5.67560312292470E+0000; 8.47357454220702E-0001; 7.89330379640806E-0001; 7.22650909219235E-0001; 6.50244402337820E-0001; 1.27090181443031E-0001; 1.21187011021734E-0001; 1.22405702622664E-0001; 1.22405702622664E-0001; 1.94985105708888E-0002; 1.90287583354611E-0002; 1.88834293157965E-0002; 1.86090525670217E-0002; 2.78409143407002E-0002; 2.64614449955452E-0002; 2.66062189712136E-0002; 2.52456211219284E-0002; 7.74840123554718E-0001; 7.46821040091246E-0001; 7.31056125467947E-0001; 6.81065995445302E-0001; 9.79096684175677E-0002; 1.00311436296340E-0001; 1.00557135771979E-0001; 1.00703944908967E-0001; 1.46117182139171E-0001; 1.51859112279580E-0001; 1.52036541343690E-0001; 1.53903894361481E-0001; 9.92424215597116E-0002; 9.88155002193219E-0002; 9.83954244215517E-0002; 9.36097425792163E-0002; 1.94006378128969E-0002; 1.99434708411540E-0002; 1.97951815868432E-0002; 2.16955597224065E-0002;0
E02000938; 1.76007600000000E+0006; 7.80209000000000E+0003; 4.23293000000000E+0003; 8.56742204708242E-0001; 8.25535452438589E-0001; 8.40391987120606E-0001; 8.19657424299061E-0001; 6.40972866458102E-0002; 6.20856466544652E-0002; 6.59139630759614E-0002; 5.69311758963999E-0002; 8.37876853408188E-0001; 8.54960551672317E-0001; 8.09754105574582E-0001; 6.22307148505138E-0001; 4.01005942966701E+0000; 3.83015424167912E+0000; 3.72887670344580E+0000; 3.52412540072860E+0000; 2.11852710988684E+0000; 1.77730215748986E+0000; 1.61135593241973E+0000; 1.65352040215449E+0000; 9.78520557035722E-0002; 9.33058894167096E-0002; 9.42453595377643E-0002; 9.42453595377643E-0002; 3.38929168905440E-0002; 3.17919023857843E-0002; 3.15917501735941E-0002; 2.90471708667707E-0002; 3.18020851133649E-0002; 2.92797521476890E-0002; 2.94765317367315E-0002; 2.86748202996340E-0002; 1.43233476084537E+0000; 1.35533102913644E+0000; 1.33041772137673E+0000; 1.32663525965841E+0000; 1.74171923211161E-0001; 1.69229214271891E-0001; 1.69538717303832E-0001; 1.71984323092898E-0001; 2.35734488987042E-0001; 2.38099800401936E-0001; 2.37909701201051E-0001; 2.37186857259101E-0001; 1.58643393366959E-0001; 1.47362422944771E-0001; 1.46641265314394E-0001; 1.43288488756728E-0001; 3.59931530976542E-0002; 3.47373049820877E-0002; 3.44758618300013E-0002; 3.14432250388192E-0002;0
E02000939; 7.28248000000000E+0005; 7.52197000000000E+0003; 2.85500000000000E+0003; 2.21649585827779E+0000; 2.16915621573844E+0000; 2.21100808325168E+0000; 2.17787263774712E+0000; 1.59417912930359E-0001; 1.45310432659575E-0001; 1.38413445788376E-0001; 1.17878297919385E-0001; 1.41773185525790E+0000; 1.44664123275984E+0000; 1.37015159645801E+0000; 1.05298017675649E+0000; 1.09167645998360E+0001; 1.05675145651371E+0001; 1.02309634258769E+0001; 1.01078917355616E+0001; 2.36557902849995E+0000; 2.34501331374444E+0000; 2.18250736150949E+0000; 2.03843480937725E+0000; 2.24435248085742E-0001; 2.14007864198402E-0001; 2.16162594567990E-0001; 2.16162594567990E-0001; 2.47022766442803E-0002; 2.41052034609716E-0002; 2.39572283795740E-0002; 2.38866894106875E-0002; 2.63820446233655E-0002; 2.45680958501316E-0002; 2.47298652187781E-0002; 2.28413018917887E-0002; 9.07172522742892E-0001; 8.68112901124706E-0001; 8.52899213068517E-0001; 7.94433850849846E-0001; 7.45399392018044E-0002; 7.48385541700908E-0002; 7.49509462605167E-0002; 7.43356896985617E-0002; 1.65825986370542E-0001; 1.71026746169916E-0001; 1.70988811879981E-0001; 1.71425996733814E-0001; 1.11981083367204E-0001; 1.09202318252866E-0001; 1.08660108712025E-0001; 1.03659209324496E-0001; 1.93124724082904E-0002; 2.00636340503002E-0002; 1.99178535146013E-0002; 2.16339882509792E-0002;0
E02000940; 7.00731000000000E+0005; 6.08698000000000E+0003; 5.05601000000000E+0003; 1.38179054490187E+0000; 1.39906213660543E+0000; 1.43881188547988E+0000; 1.43824691773768E+0000; 3.73712151307302E-0001; 3.33637399363166E-0001; 3.72897444364183E-0001; 4.18171919605755E-0001; 3.99574527159306E+0000; 4.07723193096806E+0000; 3.86165454393813E+0000; 2.96772553676806E+0000; 5.75573871197221E+0000; 5.60307963851109E+0000; 5.46933362589149E+0000; 5.23667492464441E+0000; 5.94447703598034E+0000; 5.48735459810661E+0000; 4.78238302728992E+0000; 4.42895269661938E+0000; 2.07483751687385E-0001; 1.97844763402946E-0001; 1.99835183205192E-0001; 1.99835183205192E-0001; 5.99678721677269E-0002; 5.90655202865157E-0002; 5.87188503455123E-0002; 5.96265782173500E-0002; 1.06439075504511E-0001; 1.01414642083258E-0001; 1.01999647608701E-0001; 1.00788094812065E-0001; 2.43938458161588E+0000; 2.35911778338666E+0000; 2.31724207458266E+0000; 2.26335298163420E+0000; 4.32636266749461E-0001; 4.37600423912174E-0001; 4.38525583026346E-0001; 4.60830242317923E-0001; 4.54671474874487E-0001; 4.57405084653639E-0001; 4.57899675791274E-0001; 4.75533902498910E-0001; 3.96421313166318E-0001; 3.92981167891803E-0001; 3.91398834650748E-0001; 4.08516314623016E-0001; 8.75867796479644E-0002; 8.67349294968805E-0002; 8.61222294742707E-0002; 8.62546743342499E-0002;0
E02000941; 1.06082900000000E+0006; 9.03198000000000E+0003; 3.75501000000000E+0003; 1.84023069818435E+0000; 1.81376016639972E+0000; 1.79934060443665E+0000; 1.74909741800062E+0000; 1.07394040254147E-0001; 1.02229215919792E-0001; 1.09761879129328E-0001; 1.04739852567530E-0001; 1.37694963563669E+0000; 1.40502516273232E+0000; 1.33074191210096E+0000; 1.02268783923537E+0000; 8.46358351834523E+0000; 8.06350171534452E+0000; 7.86911639118663E+0000; 7.70507640076835E+0000; 2.69706995456483E+0000; 2.26194039140174E+0000; 2.20743554695018E+0000; 2.17932795223117E+0000; 1.86393383711527E-0001; 1.77734479742691E-0001; 1.79523056817058E-0001; 1.79523056817058E-0001; 3.82416093632226E-0002; 3.76944151857870E-0002; 3.74221632154995E-0002; 3.70795346489401E-0002; 5.98915595221728E-0002; 5.77337743410640E-0002; 5.80734974518141E-0002; 5.51657818434589E-0002; 1.46905376849864E+0000; 1.43211832293596E+0000; 1.40325348034544E+0000; 1.31876551564517E+0000; 2.14730939877377E-0001; 2.22353672217004E-0001; 2.22851258426731E-0001; 2.23087784051511E-0001; 2.88156865826021E-0001; 3.01482900310010E-0001; 3.01753753357130E-0001; 3.05901452939250E-0001; 2.04010668816515E-0001; 2.04543658543326E-0001; 2.03672775066830E-0001; 1.98030487494464E-0001; 4.55213903078669E-0002; 4.62858480141603E-0002; 4.59466629507824E-0002; 4.76438795813652E-0002;0
E02000942; 1.01136500000000E+0006; 8.67504000000000E+0003; 3.32301000000000E+0003; 1.75177825474668E+0000; 1.74579759480987E+0000; 1.76600210299445E+0000; 1.75403592960524E+0000; 2.66266010083077E-0001; 2.46401022245197E-0001; 2.65024300198111E-0001; 2.45160328212333E-0001; 1.14172825382902E+0000; 1.16501293845672E+0000; 1.10341336013016E+0000; 8.47987620690849E-0001; 8.56474252314230E+0000; 8.34985594201354E+0000; 8.15260060282470E+0000; 8.05765172874212E+0000; 6.66166912581886E-0001; 7.71029035829713E-0001; 6.20422866722439E-0001; 5.27175319164364E-0001; 1.86141352840041E-0001; 1.77494081137733E-0001; 1.79279949131545E-0001; 1.79279949131545E-0001; 2.98922381833657E-0002; 2.67110408924039E-0002; 2.65552769035618E-0002; 2.59989285695017E-0002; 4.04525851370408E-0002; 3.73739889082947E-0002; 3.75965733909010E-0002; 3.63859034312482E-0002; 1.13309644565314E+0000; 1.07411483106368E+0000; 1.05548432927360E+0000; 1.01440541487998E+0000; 1.23681347783806E-0001; 1.15526538605641E-0001; 1.15751154792450E-0001; 1.16212803136192E-0001; 2.12951834365902E-0001; 2.03820565573626E-0001; 2.03970121577405E-0001; 2.00260568321393E-0001; 1.49716169794216E-0001; 1.50398596661273E-0001; 1.49702625099534E-0001; 1.47471588140509E-0001; 4.90644148882652E-0002; 4.79859185742168E-0002; 4.76497844011937E-0002; 4.72117264006890E-0002;0
E02000943; 7.05738000000000E+0005; 7.11795000000000E+0003; 4.59303000000000E+0003; 2.09761911721906E+0000; 2.14048447565061E+0000; 2.16151123566870E+0000; 2.12178437103782E+0000; 1.66120510837769E-0001; 1.64341227644067E-0001; 1.73237805365596E-0001; 1.59145397212421E-0001; 3.35728012352651E+0000; 3.42575130815165E+0000; 3.24461963202068E+0000; 2.49352014176397E+0000; 1.01724120885613E+0001; 9.79950862280103E+0000; 9.42740001136930E+0000; 9.22215225433692E+0000; 2.75217971572904E+0000; 2.80364887892024E+0000; 2.63120382509395E+0000; 2.58437681175511E+0000; 2.32338637680629E-0001; 2.21543403038402E-0001; 2.23774138904252E-0001; 2.23774138904252E-0001; 5.11429073546910E-0002; 4.96694991172879E-0002; 4.93582863114076E-0002; 5.09006013343123E-0002; 4.63094036824899E-0002; 4.34373171018192E-0002; 4.37427067990655E-0002; 4.19511303760249E-0002; 1.36975415391778E+0000; 1.32274274213886E+0000; 1.29925135139147E+0000; 1.27223940621580E+0000; 1.62461981085482E-0001; 1.64942625363538E-0001; 1.65175226202860E-0001; 1.67898661760348E-0001; 2.83925557068658E-0001; 2.97118294937890E-0001; 2.96970129173760E-0001; 3.01175222372549E-0001; 1.91996464570764E-0001; 1.88057455085943E-0001; 1.87175577633937E-0001; 1.88533170710732E-0001; 4.29095170053600E-0002; 4.29645130313472E-0002; 4.26511974362380E-0002; 4.37126207377902E-0002;0
E02000944; 5.85384000000000E+0005; 6.07403000000000E+0003; 3.38401000000000E+0003; 1.57548107827531E+0000; 1.57274860970939E+0000; 1.88652051805420E+0000; 1.80342067310677E+0000; 4.03670163165581E-0001; 3.84364839826952E-0001; 3.87679995809019E-0001; 3.96963407604684E-0001; 1.85551230408052E+0000; 1.89334778928550E+0000; 1.79324080413172E+0000; 1.37812769756192E+0000; 7.21631083108418E+0000; 6.86732592092537E+0000; 7.16347933529890E+0000; 6.78300239340221E+0000; 2.50953719673655E+0000; 2.27646164525216E+0000; 2.34169201941954E+0000; 2.40986820219075E+0000; 2.28342288778698E-0001; 2.17734179654434E-0001; 2.19926277795282E-0001; 2.19926277795282E-0001; 4.42037048373570E-0002; 3.81738261243277E-0002; 3.79427402514601E-0002; 3.54054758701263E-0002; 4.61793427934936E-0002; 4.22099310279068E-0002; 4.24774836165771E-0002; 4.12497058481598E-0002; 1.68378000886995E+0000; 1.58599636303208E+0000; 1.55754452433892E+0000; 1.53042108814870E+0000; 1.59657327068827E-0001; 1.46992651180629E-0001; 1.47268199145492E-0001; 1.48167581462509E-0001; 3.02647219914874E-0001; 2.93319931054740E-0001; 2.93285024412341E-0001; 2.91721830862208E-0001; 1.99801135883205E-0001; 1.98428856315804E-0001; 1.97462585851619E-0001; 1.92907366523084E-0001; 6.38329384163520E-0002; 6.18159585150273E-0002; 6.13705575583778E-0002; 6.09797591708447E-0002;0
E02000945; 2.20995300000000E+0006; 5.82195000000000E+0003; 3.30195000000000E+0003; 4.72694664034746E-0001; 4.87519510812878E-0001; 4.72178165106414E-0001; 4.70846497702434E-0001; 5.13447147485463E-0002; 4.64896041602009E-0002; 4.48885039719238E-0002; 4.19178732219035E-0002; 4.91145179357696E-0001; 5.01160062068470E-0001; 4.74661688656297E-0001; 3.64783941240743E-0001; 2.06603414469194E+0000; 1.99256407046009E+0000; 1.95291664367242E+0000; 1.88127200754721E+0000; 1.17843344824373E+0000; 1.16835017423571E+0000; 9.83873689563600E-0001; 1.12553784202361E+0000; 5.81093578785112E-0002; 5.54095029443042E-0002; 5.59668610237826E-0002; 5.59668610237826E-0002; 4.08360613351088E-0002; 3.82798074630844E-0002; 3.80153335643885E-0002; 3.59446372407511E-0002; 3.80301069110734E-0002; 3.63240952993097E-0002; 3.66054604020825E-0002; 3.63864946097833E-0002; 1.77057749034920E+0000; 1.75616681382883E+0000; 1.72137594397114E+0000; 1.76357218630243E+0000; 1.47135611204459E-0001; 1.43974424944226E-0001; 1.44124172958351E-0001; 1.39006344743293E-0001; 2.82110640229798E-0001; 2.96313301830236E-0001; 2.95392137174875E-0001; 3.11177819693172E-0001; 1.82452639486391E-0001; 1.83046569347173E-0001; 1.82068635782698E-0001; 1.93698720512676E-0001; 4.76621739844972E-0002; 5.11363382432065E-0002; 5.07321374117035E-0002; 5.27980298149154E-0002;0
E02000946; 1.06583900000000E+0006; 7.19098000000000E+0003; 4.80297000000000E+0003; 1.05229061277475E+0000; 1.06396555364850E+0000; 1.10959031777144E+0000; 1.08823352791540E+0000; 1.02391200027936E-0001; 9.17878312093201E-0002; 9.63929670068780E-0002; 9.41008417143335E-0002; 1.97900733257746E+0000; 2.01936313245730E+0000; 1.91259182140820E+0000; 1.46984663069535E+0000; 5.17508714092499E+0000; 4.91104878763784E+0000; 4.80590866523438E+0000; 4.67611371016691E+0000; 1.34500704037299E+0000; 1.39926553712326E+0000; 1.38876948616564E+0000; 1.36503574492333E+0000; 1.53635478652505E-0001; 1.46498305378144E-0001; 1.47973229793061E-0001; 1.47973229793061E-0001; 2.72690186431945E-0002; 2.72680547103114E-0002; 2.70946538949929E-0002; 2.76515928941627E-0002; 3.59021086485939E-0002; 3.38774211793045E-0002; 3.40781334263130E-0002; 3.17785108780104E-0002; 1.32135683998056E+0000; 1.27025318845328E+0000; 1.24718306144921E+0000; 1.16286731663933E+0000; 1.83644958482575E-0001; 1.90484062288726E-0001; 1.90905729373290E-0001; 2.03649671814484E-0001; 2.37178577704693E-0001; 2.49940834870667E-0001; 2.50159861842456E-0001; 2.63279845211743E-0001; 1.64679364798733E-0001; 1.60987716063467E-0001; 1.60274084418954E-0001; 1.61542405885910E-0001; 2.74802270482643E-0002; 2.80375944620488E-0002; 2.78336691054297E-0002; 2.90491884711177E-0002;0
E02000947; 8.32736000000000E+0005; 7.83796000000000E+0003; 3.65603000000000E+0003; 1.72329224218056E+0000; 1.66653950702549E+0000; 1.69285796113449E+0000; 1.67827312316098E+0000; 1.30641177842853E-0001; 1.09120135121074E-0001; 1.20908447997442E-0001; 1.19634521148046E-0001; 2.07295329017867E+0000; 2.11521742072389E+0000; 2.00338314832839E+0000; 1.53962648097389E+0000; 8.66320197495647E+0000; 8.28375080627657E+0000; 7.94844196374756E+0000; 7.78864262506104E+0000; 1.32967352093871E+0000; 1.30188702823828E+0000; 1.13281268506416E+0000; 1.05698202827951E+0000; 2.09738148524040E-0001; 1.99994177744415E-0001; 2.02007675814353E-0001; 2.02007675814353E-0001; 1.75797244341456E-0002; 1.69507804564175E-0002; 1.68502974713096E-0002; 1.69324111248971E-0002; 2.17024055994021E-0002; 1.99089282540191E-0002; 2.00291514162831E-0002; 1.82640505755622E-0002; 1.07914942471860E+0000; 1.01487910918108E+0000; 9.97225084913469E-0001; 9.19571614686832E-0001; 1.32411624981554E-0001; 1.34979355942065E-0001; 1.35267644779285E-0001; 1.43530828103064E-0001; 1.90496685010117E-0001; 1.92972020974772E-0001; 1.93114040582646E-0001; 2.01055760604818E-0001; 1.38667479040757E-0001; 1.35144954094876E-0001; 1.34542056184229E-0001; 1.43075296098271E-0001; 2.08485058528309E-0002; 2.02427291663486E-0002; 2.00955003450583E-0002; 1.83487688358577E-0002;0
E02000948; 1.32733400000000E+0006; 8.39905000000000E+0003; 2.73402000000000E+0003; 1.13765621289705E+0000; 1.08158310716328E+0000; 1.09345088981296E+0000; 1.07023031293690E+0000; 4.44895127544193E-0001; 4.14020935142881E-0001; 4.92799629329428E-0001; 4.78188681891981E-0001; 6.18873233126150E-0001; 6.31493545619474E-0001; 5.98104527485806E-0001; 4.59650044691156E-0001; 5.39444224149575E+0000; 5.18314347185985E+0000; 5.07165974466496E+0000; 4.98123085645781E+0000; 4.29235282509817E-0001; 4.43880889321777E-0001; 4.39072696639626E-0001; 3.91896987756685E-0001; 1.35826218563577E-0001; 1.29516234323737E-0001; 1.30818841982239E-0001; 1.30818841982239E-0001; 1.14817133390319E-0002; 1.17703407853499E-0002; 1.16931097225390E-0002; 1.07251413350810E-0002; 1.58939463183085E-0002; 1.45780081311477E-0002; 1.46702897908316E-0002; 1.29091979498740E-0002; 6.47252724593211E-0001; 6.08459424137812E-0001; 5.96826688809586E-0001; 5.25692149773110E-0001; 7.50678190215505E-0002; 7.46381459816802E-0002; 7.47772134967863E-0002; 7.09759487471412E-0002; 1.08193666718468E-0001; 1.06033089034797E-0001; 1.06042463406563E-0001; 9.68362283079015E-0002; 7.41612570693342E-0002; 7.44291576936728E-0002; 7.40737916006496E-0002; 7.36663074407406E-0002; 1.20253408980832E-0002; 1.13766171711533E-0002; 1.12944839139323E-0002; 1.05265594597686E-0002;0
E02000949; 1.39829100000000E+0006; 9.07402000000000E+0003; 5.99194000000000E+0003; 1.34247382263559E+0000; 1.30687859347050E+0000; 1.32108371925861E+0000; 1.30310784565068E+0000; 1.26377036071976E-0001; 1.16743619540864E-0001; 1.19682138139346E-0001; 1.14829345381360E-0001; 2.24518846683846E+0000; 2.29097193201555E+0000; 2.16983522961913E+0000; 1.66755134086072E+0000; 6.24980069849062E+0000; 6.19715570993057E+0000; 5.93222867305183E+0000; 5.89623561643966E+0000; 4.39876142804447E+0000; 4.01372756630779E+0000; 4.22469906178262E+0000; 3.90344086665559E+0000; 1.50056790296677E-0001; 1.43085380653955E-0001; 1.44525086590618E-0001; 1.44525086590618E-0001; 2.19712106555227E-0002; 2.17138841393696E-0002; 2.15319105338794E-0002; 2.13655300009099E-0002; 1.87252391192773E-0002; 1.74788546262225E-0002; 1.75822097561241E-0002; 1.59696737957639E-0002; 7.99820612068818E-0001; 7.66209458513527E-0001; 7.45385440816438E-0001; 6.82130550173333E-0001; 7.96717019163338E-0002; 8.18474661872713E-0002; 8.20404610743861E-0002; 8.23439953342392E-0002; 1.49201620481733E-0001; 1.56264221025007E-0001; 1.56395986569763E-0001; 1.57685558158962E-0001; 9.95122130968949E-0002; 9.75634872274237E-0002; 9.71202684278694E-0002; 9.10674621987756E-0002; 1.62936994755264E-0002; 1.74645677796721E-0002; 1.73362310780882E-0002; 1.93692085226451E-0002;0
